46	Jisr Unveils Next-Gen Integrated HR and Finance Platform at LEAP 2026	LEAP 2026	95	true	https://www.zawya.com/en/press-release/events-conferences/leap-2026-sees-launch-of-new-technologies-for-hr-and-financial-operations-472694	NA
47	Adobe Grants $4B in Free AI Tools to 27M Saudi Citizens in HUMAIN Partnership	LEAP 2026	95	true	https://en.sharikatmubasher.com/media-hub/news/21571674/adobe-expands-partnership-with-mcit-humain-grants-4bn-free-ai-tools?lang=en	NA
48	MOZN Expands Enterprise AI Focus at LEAP 2026 Following HUMAIN Investment	LEAP 2026	95	true	https://www.mozn.ai/blog/leap-2026-riyadh	NA
49	Lenovo Unveils First Saudi-Manufactured Laptop at LEAP 2026	LEAP 2026	100		https://news.lenovo.com/pressroom/press-releases/unveils-first-laptop-manufactured-saudi-arabia-supporting-the-kingdoms-vision-for-advanced-manufacturing/	NA
50	HUMAIN to Unveil 'Designed in Saudi Arabia' AI PC at LEAP 2026	LEAP 2026	95	true	https://bridgemena.com/news/humain-prepares-to-unveil-ai-powered-pc-at-leap-2026	https://img.einpresswire.com/large/1027732/leap-logo.jpeg
51	HUMAIN and KORA Co-Develop AI-Native Linux OS for 2027	LEAP 2026	100	true	https://www.prnewswire.com/news-releases/humain-and-kora-partner-to-build-operating-system-at-leap-2026-302865087.html	NA
52	Adobe, HUMAIN to Give 27M Saudis Free Access to AI Creative Tools	LEAP 2026	100		https://news.adobe.com/news/2026/08/adobe-mcit-and-humain-expand-partnership	NA
53	LEAP 2026: Sovereign AI Panel Unites HUMAIN, Inferact, MiniMax and Playco	LEAP 2026	95		https://www.linkedin.com/posts/arab-times-news_leap2026-humain-sovereignai-activity-7499749088498778112-R1wl	https://scontent-ams4-1.xx.fbcdn.net/v/t39.30808-6/457910103_1427938622811318_1003444458999321350_n.jpg
54	Accenture to Unveil Sovereign AI Strategy Research at LEAP 2026	LEAP 2026	95	true	https://fastcompanyme.com/news/accenture-highlights-whats-next-for-sovereign-ai-in-the-middle-east-at-leap-2026/	https://fastcompanyme.com/wp-content/uploads/2026/08/Accenture-LEAP-2026.jpg
55	AWS to Launch Saudi Cloud Region and 50MW AI Zone with HUMAIN	LEAP 2026	95	true	https://www.aboutamazon.com/news/aws/aws-cloud-region-saudi-arabia	https://mma.prnewswire.com/media/2971831/AWS_HUMAIN_ONE.jpg
56	Oracle and AMD Partner on 50,000 MI450 GPU Supercluster at DeepFest 2026	DeepFest 2026	95	true	https://www.oracle.com/news/announcement/ai-world-oracle-and-amd-expand-partnership-to-help-customers-achieve-next-generation-ai-scale-2025-10-14/	https://www.oracle.com/news/announcement/ai-world-oracle-and-amd-expand-partnership-to-help-customers-achieve-next-generation-ai-scale-2025-10-14/
57	Lenovo Unveils First Saudi-Manufactured Laptop at LEAP 2026	LEAP 2026	95	true	https://arabianreseller.com/2026/08/31/lenovo-unveils-first-laptop-manufactured-in-saudi-arabia/	https://arabianreseller.com/wp-content/uploads/2026/08/Untitled-1.jpg.jpeg
58	AMD, Cisco, and HUMAIN Launch Live AI Infrastructure in Saudi Arabia	LEAP 2026	100	true	https://ir.amd.com/news-events/press-releases/detail/1298/amd-cisco-and-humain-expand-saudi-arabias-ai-infrastructure-as-amd-instinct-systems-go-live	https://www.humain.com/news/amd-and-humain-launch
59	Data Dynamics Launches Enterprise 2.0.5 at LEAP 2026 for AI Governance	LEAP 2026	95	true	https://finance.yahoo.com/technology/ai/articles/data-dynamics-launches-enterprise-2-095800017.html	https://mma.prnewswire.com/media/3008916/Data_Dynamics_Enterprise_launch.jpg
60	Snowflake plans strategic MCIT initiative at LEAP 2026 for Saudi AI expansion	LEAP 2026	95	true	https://ciome.economictimes.indiatimes.com/news/cloud-computing/snowflake-deepens-saudi-push-with-planned-mcit-tie-up-at-leap-2026/133452499	NA
61	Data Dynamics Launches Enterprise 2.0.5 for Governed AI at DeepFest 2026	DeepFest 2026	95		https://www.prnewswire.com/news-releases/data-dynamics-launches-enterprise-2-0-5-at-leap-2026--bringing-governed-ai-to-the-data-layer-302864847.html	https://mma.prnewswire.com/media/3008916/Data_Dynamics_Enterprise_launch.jpg
62	SparkLabs Saudi to debut 8 portfolio startups at LEAP 2026	LEAP 2026	95	true	https://www.linkedin.com/posts/menastartupdigest_sparklabs-ksu-demo-day-to-showcase-eight-activity-7499103621423341568-kQCQ	https://sparklabssaudi.com/__l5e/assets-v1/66c0a466-2179-46f0-8d8a-d27d4644bf99/sparklabs-logo.png
63	Ignite Brings 10 Promising Pakistani Startups to LEAP 2026	LEAP 2026	95	true	https://www.linkedin.com/posts/ignitentf_ignite-leap2026-leapriyadh-activity-7499738617377001473-tVuA	https://ignite.org.pk/wp-content/uploads/2024/06/Ignite-LEAP-2026.png
64	Blossom Accelerator Named Official LEAP 2026 Soft-Landing Partner for Startups	LEAP 2026	95		https://blossom.sa/founders-startups/soft-landing/	https://blossom.sa/wp-content/uploads/2024/02/blossom-logo.png
65	Ignite Brings 10 Promising Pakistani Startups to LEAP 2026	LEAP 2026	90		https://www.facebook.com/TechdestiNationPakistan/posts/need-to-find-your-competitive-edge-make-sure-to-look-out-for-these-10-startups-a/1497270165761226/	https://www.facebook.com/TechdestiNationPakistan/posts/need-to-find-your-competitive-edge-make-sure-to-look-out-for-these-10-startups-a/1497270165761226/
66	New Taipei City Government Brings 20 Taiwanese Tech Companies to LEAP 2026	LEAP 2026	95		https://www.prnewswire.com/ae/news-releases/new-taipeis-tech-ecosystem-leaps-into-the-middle-east-20-companies-to-showcase-at-leap-2026-302852444.html	NA
67	Taiwan Excellence Brings 22 AI Hardware Brands to LEAP 2026 Debut	LEAP 2026	95		https://www.linkedin.com/posts/taiwan-excellence_taiwanexcellence-saudivision2030-leap2026-activity-7499359888838627328-HgoN	https://backend.taiwanexcellence.org/upload/en/event/1104/files/507E6EFE-785D-B5E7-67D1-600DE49C4F7B.pdf
68	LEAP 2026 Tech Arena Showcases Unitree and AGIBOT Humanoid Robots	LEAP 2026	95	true	https://www.kitsapsun.com/press-release/story/791482/leap-2026-opens-tomorrow-what-to-watch-as-the-global-technology-community-gathers-in-riyadh/	NA
69	LivNSense GreenOps Selected as Top 100 Rocket Fuel Finalist at LEAP 2026	LEAP 2026	95	true	https://in.linkedin.com/company/livnsense-technologies-pvt-ltd	NA
70	HUMAIN and KORA to Develop AI-Native Linux OS at LEAP 2026	LEAP 2026	95	true	https://www.prnewswire.com/news-releases/humain-and-kora-partner-to-build-operating-system-at-leap-2026-302865087.html	NA
71	AraGeek Joins LEAP 2026 as Official Media Partner for Riyadh Event	LEAP 2026	95		https://en.arageek.com/leap-2026-riyadhs-tech-mega-event-eyes-ai-and-14-5-trillion-in-investments	NA
72	NTT DATA Showcases Sovereign AI and Smart Cities at LEAP 2026	LEAP 2026	100	true	https://services.global.ntt/en-us/newsroom/ntt-data-to-showcase-ai-powered-intelligent-ecosystems-at-leap-2026	https://techitupme.com/wp-content/uploads/2026/08/Burcak-Soydan-Managing-Director-NTT-DATA-Middle-East.jpg
73	Data Dynamics Debuts Enterprise 2.0.5 for Governed AI Data Layer at LEAP 2026	LEAP 2026	95	true	https://finance.yahoo.com/technology/ai/articles/data-dynamics-launches-enterprise-2-095800017.html	https://mma.prnewswire.com/media/3008916/Data_Dynamics_Enterprise_launch.jpg
74	AWS Accelerates Saudi Cloud Region Launch to December 2026	LEAP 2026	95	true	https://www.aboutamazon.com/news/aws/aws-cloud-region-saudi-arabia	https://onegiantleap.com/images/aws-ai-academy.png
75	Data Dynamics Launches Enterprise 2.0.5 at LEAP 2026 to Scale Governed AI	LEAP 2026	100	true	https://finance.yahoo.com/technology/ai/articles/data-dynamics-launches-enterprise-2-095800017.html	https://mma.prnewswire.com/media/3008916/Data_Dynamics_Enterprise_launch.jpg
76	Salam Transitions to AI and Cloud Solutions at LEAP 2026	LEAP 2026	95	true	https://gecnewswire.com/salam-announces-leap-2026-sponsorship-and-ai-connectivity-solutions/	NA
77	Builders Tribe and P@SHA Lead Founder Delegations to LEAP 2026	LEAP 2026	95	true	https://www.tribetechie.com/blog/leap-2026-founder-delegation	https://www.tribetechie.com/api/public/media/uploads/2026/08/88325689-3b22-47d4-a485-89f5758d2813-whatsapp-image-2026-08-14-at-19.23.53.jpg
78	LEAP 2026 Rescheduled to August Amid Regional Conflict	Both	95		https://vision2030.ai/analysis/leap-2026-postponed/	NA
79	LEAP 2026 Opens in Riyadh With Focus on Real-World AI Applications	LEAP 2026	95	true	https://tech.einnews.com/pr_news/938262440/leap-2026-opens-tomorrow-what-to-watch-as-the-global-technology-community-gathers-in-riyadh	https://img.einnews.com/large/1180892/leap-26-curtain-raiser-1.jpeg
80	Adobe pledges $4 billion in free AI creative tools for Saudi residents at LEAP 2026	LEAP 2026	95	true	https://news.adobe.com/news/2026/08/adobe-mcit-and-humain-expand-partnership	https://www.facebook.com/LEAPandInnovate/posts/from-transforming-how-the-world-creates-to-shaping-what-comes-next-with-aishanta/1424488189823028/
81	HUMAIN and KORA Partner to Co-Develop AI-Native Enterprise Linux OS	LEAP 2026	95	true	https://www.prnewswire.com/ae/news-releases/humain-and-kora-partner-to-build-operating-system-at-leap-2026-302865088.html	NA
82	Paul Doherty to Lead Urban AI Workshop at LEAP 2026	LEAP 2026	95		https://onegiantleap.com/2026-speakers/paul-doherty	NA
83	LEAP 2026 Panel to Debate Power Dynamics Between Founders and VCs	LEAP 2026	95		https://onegiantleap.com/session/founder-vs-funder-who-really-holds-power	NA
84	LEAP 2026 Unveils GameX Creative Zone Powered by Savvy Games Group	LEAP 2026	95	true	https://natlawreview.com/press-releases/leap-5-worlds-most-attended-technology-event-returns-riyadh-taking-global	https://d2c0db5b8fb27c1c9887-9b32efc83a6b298bb22e7a1df0837426.ssl.cf2.rackcdn.com/24745386-leap-prl1-1-1600x1066.jpeg
85	AQUIVIO Co-Founder Daniel Hill Joins LEAP 2026 Rocket Fuel Winners Panel	LEAP 2026	90		https://www.linkedin.com/posts/daniel-hill-%E7%9F%B3%E5%89%9B%E9%8A%93-469438144_h1a-yourwateryourway-leap-activity-7500105378484011008-zC3E	https://onegiantleap.com/2026-speakers/daniel-hill
86	Saudi Proptech Ghanem Secures $7.1M to Expand Fractional Real Estate Platform	LEAP 2026	95	true	https://thestartupscene.me/INVESTMENTS/Saudi-Proptech-Ghanem-Raises-7-1M-From-Al-Romaih-Group	https://fintech.global/wp-content/uploads/2025/11/ekrem-osmanoglu-Uor3RZNHZ9E-unsplash-1-scaled.jpg
87	QuikBot and EFGH Partner to Embed Real-Time Insurance into Physical AI	LEAP 2026	95	true	https://efgh.xyz/newsroom/press-releases/efgh-and-quikbot-launch-real-time-insurance-for-autonomous-systems	https://efgh.xyz/newsroom/press-releases/efgh-and-quikbot-launch-real-time-insurance-for-autonomous-systems
88	LEAP 2026 Smart Cities Panel Examines AI Governance and City Data Intelligence	LEAP 2026	95		https://connect.onegiantleap.com/event/leap2026/planning/UGxhbm5pbmdfNDUyMDI5Mg==	https://onegiantleap.com/2026-speakers/abdulaziz-alharbi
89	Saudi Central Bank Payment Framework Eclipses LEAP 2026 Fintech Track	LEAP 2026	95	true	https://thefintechtimes.com/leap-2026-opens-with-a-fintech-track-and-no-fintech-news/	https://thefintechtimes.com/wp-content/uploads/2026/08/leap_logo_saudi.jpg
90	Saudi Arabia Launches SAMAI 2 AI Procurement Across 11 Ministries	LEAP 2026	95	true	https://audixintel.com/saudi-year-of-ai-2026-samai/	https://sdaia.gov.sa/en/MediaCenter/News/Pages/NewsDetails.aspx?NewsID=365
91	Microsoft Brings HUMAIN's Arabic AI Models to Global Platforms	LEAP 2026	95	true	https://news.microsoft.com/source/emea/2026/08/microsoft-and-humain-announce-long-term-strategic-collaboration-to-enable-ai-transformation-in-saudi-arabia-and-beyond-2/	NA
92	Adobe, MCIT, and HUMAIN Launch $4B Initiative at LEAP 2026	LEAP 2026	95		https://news.adobe.com/news/2026/08/adobe-mcit-and-humain-expand-partnership	https://news.adobe.com/news/downloads/pdfs/2026/08/31/083126-adobe-mcit-and-humain-expand-partnership-providing-over-4bn-in-free-access-to-ai-powered-creative-tools-to-millions-of-citizens-and-residents-of-saudi-arabia.pdf
93	LEAP 2026 Names Gulf Car and Makani as Official Transportation and Internal Shuttle Providers	LEAP 2026	95	true	https://www.linkedin.com/posts/leapandinnovate_leap26-gulfcar-transportationpartner-activity-7498063151905677312-p0Ab	NA
94	LEAP Nights Partners With F1 Saudi Arabia For 2027 Grand Prix Early Access	LEAP 2026	95	true	https://www.kitsapsun.com/press-release/story/791482/leap-2026-opens-tomorrow-what-to-watch-as-the-global-technology-community-gathers-in-riyadh/	NA
95	Specialized by stc Unveils Business Critical Network and Hadath Platform at LEAP 2026	LEAP 2026	95		https://www.zawya.com/en/press-release/companies-news/specialized-by-stc-unveils-national-capability-layers-at-leap-2026-472860	NA
96	Specialized by stc to Showcase Business Critical Network at LEAP 2026	LEAP 2026	95		https://m.eyeofriyadh.com/news/details/specialized-by-stc-to-unveil-the-future-of-resilient-communications-at-leap	NA
97	IFS Partners With Microsoft to Bring Industrial AI Execution to LEAP 2026	LEAP 2026	95		https://www.zawya.com/en/press-release/ifs-brings-industrial-ai-from-experimentation-to-execution-at-leap-2026-469150	NA
98	HUMAIN and KORA Partner to Co-Develop AI-Native Enterprise Linux OS	LEAP 2026	95	true	https://www.streetinsider.com/PRNewswire/HUMAIN+and+KORA+Partner+to+Build+Operating+System+at+LEAP+2026/27003171.html	NA
99	Saudia Secures Airbus Fleet Financing MoU at LEAP 2026	LEAP 2026	95	true	https://www.tradearabia.com/News/466932/Saudia-Group-signs-MoU-to-explore-financing-for-Airbus-fleet-expansion	NA
100	Data Dynamics Unveils Enterprise 2.0.5 at LEAP 2026 to Scale AI Safely	LEAP 2026	95	true	https://finance.yahoo.com/technology/ai/articles/data-dynamics-launches-enterprise-2-095800017.html	https://mma.prnewswire.com/media/3008916/Data_Dynamics_Enterprise_launch.jpg
